Date,Open,High,Low,Close,Volume,Adj Close
2014-05-01,0.19,0.19,0.18,0.19,3444200,0.19
2014-04-30,0.18,0.19,0.18,0.19,6195800,0.19
2014-04-29,0.20,0.21,0.18,0.19,8653300,0.19
2014-04-28,0.22,0.22,0.20,0.20,5512200,0.20
2014-04-25,0.21,0.22,0.20,0.21,7574200,0.21
2014-04-24,0.23,0.24,0.20,0.20,8263500,0.20
2014-04-23,0.23,0.24,0.23,0.23,4469000,0.23
2014-04-22,0.23,0.24,0.22,0.23,6109900,0.23
2014-04-21,0.22,0.25,0.22,0.22,12789000,0.22
2014-04-17,0.18,0.22,0.18,0.22,16271200,0.22
2014-04-16,0.18,0.19,0.17,0.18,19082400,0.18
2014-04-15,0.20,0.21,0.18,0.18,21880000,0.18
2014-04-14,0.21,0.23,0.20,0.21,10024700,0.21
2014-04-11,0.22,0.23,0.20,0.22,16736900,0.22
2014-04-10,0.26,0.27,0.22,0.23,15689900,0.23
2014-04-09,0.25,0.27,0.25,0.26,6478900,0.26
2014-04-08,0.25,0.26,0.25,0.25,11130800,0.25
2014-04-07,0.28,0.28,0.25,0.26,10699300,0.26
2014-04-04,0.28,0.29,0.27,0.28,8267600,0.28
2014-04-03,0.30,0.30,0.29,0.29,4665700,0.29
2014-04-02,0.29,0.30,0.28,0.29,4564100,0.29
2014-04-01,0.30,0.30,0.29,0.29,6697100,0.29
2014-03-31,0.26,0.29,0.26,0.28,8389300,0.28
2014-03-28,0.28,0.29,0.26,0.26,14238100,0.26
2014-03-27,0.30,0.31,0.27,0.28,15886000,0.28
2014-03-26,0.30,0.31,0.29,0.30,8617900,0.30
2014-03-25,0.31,0.31,0.30,0.30,5902200,0.30
2014-03-24,0.32,0.33,0.30,0.31,10425800,0.31
2014-03-21,0.32,0.33,0.31,0.32,6084800,0.32
2014-03-20,0.33,0.33,0.31,0.31,9188300,0.31
2014-03-19,0.32,0.34,0.31,0.33,11904100,0.33
2014-03-18,0.32,0.33,0.31,0.31,8935000,0.31
2014-03-17,0.33,0.33,0.32,0.32,12280000,0.32
2014-03-14,0.34,0.34,0.33,0.33,8993900,0.33
2014-03-13,0.33,0.34,0.32,0.33,10412600,0.33
2014-03-12,0.35,0.35,0.32,0.32,16647800,0.32
2014-03-11,0.32,0.35,0.31,0.34,30439900,0.34
2014-03-10,0.30,0.31,0.30,0.31,15484400,0.31
2014-03-07,0.30,0.31,0.30,0.30,11557400,0.30
2014-03-06,0.29,0.31,0.29,0.29,18046200,0.29
2014-03-05,0.29,0.29,0.28,0.29,11816900,0.29
2014-03-04,0.30,0.30,0.29,0.29,10322400,0.29
2014-03-03,0.30,0.31,0.29,0.29,8897100,0.29
2014-02-28,0.31,0.32,0.29,0.30,12745100,0.30
2014-02-27,0.33,0.33,0.29,0.30,10091400,0.30
2014-02-26,0.30,0.32,0.29,0.32,21001200,0.32
2014-02-25,0.31,0.31,0.28,0.30,11655200,0.30
2014-02-24,0.31,0.31,0.30,0.30,9464900,0.30
2014-02-21,0.30,0.31,0.29,0.30,10773600,0.30
2014-02-20,0.31,0.32,0.30,0.30,8312100,0.30
2014-02-19,0.34,0.34,0.32,0.32,9782800,0.32
2014-02-18,0.34,0.34,0.33,0.33,18052700,0.33
2014-02-14,0.30,0.32,0.28,0.32,18133900,0.32
2014-02-13,0.30,0.31,0.29,0.30,14158100,0.30
2014-02-12,0.26,0.29,0.26,0.29,15451900,0.29
2014-02-11,0.30,0.30,0.25,0.26,35487000,0.26
2014-02-10,0.32,0.33,0.27,0.30,26597000,0.30
2014-02-07,0.34,0.34,0.30,0.32,16655900,0.32
2014-02-06,0.36,0.37,0.31,0.34,17457700,0.34
2014-02-05,0.32,0.36,0.32,0.35,35033400,0.35
2014-02-04,0.34,0.34,0.28,0.32,37202700,0.32
2014-02-03,0.37,0.37,0.31,0.34,34882400,0.34
2014-01-31,0.38,0.39,0.35,0.37,26854800,0.37
2014-01-30,0.35,0.38,0.34,0.38,35750800,0.38
2014-01-29,0.40,0.42,0.23,0.33,62163900,0.33
2014-01-28,0.40,0.48,0.35,0.39,117547600,0.39
2014-01-27,0.32,0.40,0.32,0.40,82259600,0.40
2014-01-24,0.28,0.32,0.28,0.31,56732500,0.31
2014-01-23,0.24,0.29,0.24,0.27,81626100,0.27
2014-01-22,0.20,0.23,0.20,0.23,40329700,0.23
2014-01-21,0.20,0.20,0.19,0.19,10284000,0.19
2014-01-17,0.20,0.20,0.18,0.19,13179300,0.19
2014-01-16,0.20,0.20,0.19,0.19,13121600,0.19
2014-01-15,0.20,0.21,0.19,0.20,16705100,0.20
2014-01-14,0.20,0.21,0.20,0.20,18752100,0.20
2014-01-13,0.19,0.21,0.19,0.20,21470600,0.20
2014-01-10,0.20,0.22,0.16,0.19,37318400,0.19
2014-01-09,0.19,0.24,0.19,0.20,73410400,0.20
2014-01-08,0.17,0.19,0.17,0.19,51916800,0.19
2014-01-07,0.17,0.18,0.16,0.17,31010900,0.17
2014-01-06,0.16,0.18,0.16,0.17,32225400,0.17
2014-01-03,0.19,0.19,0.14,0.15,60515800,0.15
2014-01-02,0.16,0.33,0.16,0.19,82275300,0.19
2013-12-31,0.14,0.20,0.14,0.16,54342700,0.16
2013-12-30,0.11,0.13,0.11,0.13,25484700,0.13
2013-12-27,0.11,0.11,0.10,0.11,4487500,0.11
2013-12-26,0.10,0.11,0.10,0.11,8029700,0.11
2013-12-24,0.10,0.10,0.10,0.10,1754200,0.10
2013-12-23,0.10,0.10,0.10,0.10,6730000,0.10
2013-12-20,0.10,0.10,0.10,0.10,2310900,0.10
2013-12-19,0.10,0.11,0.10,0.10,4478100,0.10
2013-12-18,0.10,0.10,0.10,0.10,3226300,0.10
2013-12-17,0.10,0.10,0.10,0.10,5512100,0.10
2013-12-16,0.11,0.11,0.10,0.10,6066500,0.10
2013-12-13,0.11,0.11,0.10,0.11,3571800,0.11
2013-12-12,0.10,0.11,0.10,0.11,5825200,0.11
2013-12-11,0.10,0.10,0.10,0.10,6855500,0.10
2013-12-10,0.10,0.11,0.09,0.10,19880500,0.10
2013-12-09,0.11,0.12,0.11,0.11,4418000,0.11
2013-12-06,0.11,0.11,0.11,0.11,3558000,0.11
2013-12-05,0.11,0.11,0.10,0.11,2339900,0.11
2013-12-04,0.11,0.11,0.10,0.11,5333700,0.11
2013-12-03,0.11,0.11,0.10,0.11,4524300,0.11
2013-12-02,0.12,0.12,0.11,0.11,5700400,0.11
2013-11-29,0.12,0.12,0.12,0.12,5664000,0.12
2013-11-27,0.09,0.12,0.09,0.12,15641500,0.12
2013-11-26,0.10,0.10,0.09,0.09,26314900,0.09
2013-11-25,0.11,0.11,0.10,0.10,23177500,0.10
2013-11-22,0.11,0.12,0.11,0.11,11671100,0.11
2013-11-21,0.11,0.12,0.11,0.11,23466900,0.11
2013-11-20,0.13,0.13,0.11,0.12,14821100,0.12
2013-11-19,0.13,0.13,0.12,0.13,9430700,0.13
2013-11-18,0.13,0.14,0.12,0.13,12940600,0.13
2013-11-15,0.14,0.14,0.13,0.13,12734200,0.13
2013-11-14,0.14,0.14,0.14,0.14,2835900,0.14
2013-11-13,0.14,0.14,0.14,0.14,4612500,0.14
2013-11-12,0.14,0.14,0.14,0.14,2958800,0.14
2013-11-11,0.15,0.15,0.14,0.14,4249200,0.14
2013-11-08,0.14,0.14,0.14,0.14,4577000,0.14
2013-11-07,0.14,0.14,0.14,0.14,000,0.14
2013-11-06,0.14,0.14,0.14,0.14,3339200,0.14
2013-11-05,0.14,0.14,0.14,0.14,4901000,0.14
2013-11-04,0.14,0.15,0.14,0.14,3114500,0.14
2013-11-01,0.14,0.14,0.14,0.14,4587800,0.14
2013-10-31,0.14,0.15,0.14,0.14,3648600,0.14
2013-10-30,0.14,0.14,0.14,0.14,3350800,0.14
2013-10-29,0.15,0.15,0.14,0.14,2935500,0.14
2013-10-28,0.15,0.15,0.14,0.15,6364000,0.15
2013-10-25,0.15,0.16,0.14,0.15,17072900,0.15
2013-10-24,0.16,0.16,0.15,0.15,11255400,0.15
2013-10-23,0.14,0.16,0.14,0.16,26514300,0.16
2013-10-22,0.14,0.14,0.14,0.14,5269700,0.14
2013-10-21,0.14,0.14,0.14,0.14,5446000,0.14
2013-10-18,0.13,0.14,0.13,0.14,4231600,0.14
2013-10-17,0.14,0.14,0.14,0.14,4614700,0.14
2013-10-16,0.14,0.14,0.13,0.13,3692800,0.13
2013-10-15,0.14,0.14,0.14,0.14,4000200,0.14
2013-10-14,0.14,0.14,0.14,0.14,3905800,0.14
2013-10-11,0.14,0.14,0.14,0.14,3992300,0.14
2013-10-10,0.15,0.15,0.14,0.14,2165400,0.14
2013-10-09,0.15,0.15,0.14,0.14,4064100,0.14
2013-10-08,0.14,0.15,0.14,0.14,4542400,0.14
2013-10-07,0.14,0.15,0.14,0.14,5343100,0.14
2013-10-04,0.14,0.14,0.13,0.14,3687900,0.14
2013-10-03,0.14,0.14,0.14,0.14,6374500,0.14
2013-10-02,0.14,0.16,0.14,0.14,3204400,0.14
2013-10-01,0.14,0.15,0.14,0.14,3214900,0.14
2013-09-30,0.16,0.16,0.14,0.14,6081000,0.14
2013-09-27,0.14,0.15,0.14,0.15,8111800,0.15
2013-09-26,0.14,0.14,0.14,0.14,18439800,0.14
2013-09-25,0.15,0.15,0.14,0.14,6123800,0.14
2013-09-24,0.15,0.15,0.14,0.15,7310800,0.15
2013-09-23,0.15,0.16,0.15,0.15,8159200,0.15
2013-09-20,0.15,0.16,0.15,0.16,3261200,0.16
2013-09-19,0.16,0.16,0.15,0.16,5084400,0.16
2013-09-18,0.16,0.16,0.16,0.16,2665700,0.16
2013-09-17,0.16,0.17,0.16,0.16,4578700,0.16
2013-09-16,0.17,0.17,0.16,0.16,5246300,0.16
2013-09-13,0.17,0.17,0.15,0.16,5980000,0.16
2013-09-12,0.17,0.17,0.16,0.16,4677200,0.16
2013-09-11,0.17,0.18,0.15,0.16,11271300,0.16
2013-09-10,0.16,0.18,0.16,0.17,20350200,0.17
2013-09-09,0.16,0.18,0.15,0.16,15251400,0.16
2013-09-06,0.15,0.16,0.14,0.15,11751700,0.15
2013-09-05,0.16,0.16,0.14,0.15,12915400,0.15
2013-09-04,0.16,0.16,0.15,0.15,6933000,0.15
2013-09-03,0.17,0.17,0.15,0.16,15958800,0.16
2013-08-30,0.22,0.24,0.15,0.16,59335200,0.16
2013-08-29,0.13,0.20,0.13,0.19,49609900,0.19
2013-08-28,0.14,0.14,0.13,0.13,4421000,0.13
2013-08-27,0.14,0.14,0.13,0.13,3961600,0.13
2013-08-26,0.14,0.14,0.14,0.14,4731400,0.14
2013-08-23,0.14,0.14,0.14,0.14,5150700,0.14
2013-08-22,0.14,0.14,0.14,0.14,8523100,0.14
2013-08-21,0.15,0.15,0.14,0.14,10009800,0.14
2013-08-20,0.16,0.16,0.14,0.15,8257800,0.15
2013-08-19,0.16,0.17,0.16,0.16,7395400,0.16
2013-08-16,0.16,0.17,0.16,0.16,7684600,0.16
2013-08-15,0.17,0.17,0.16,0.16,7437500,0.16
2013-08-14,0.16,0.17,0.15,0.16,18034600,0.16
2013-08-13,0.25,0.25,0.15,0.16,47674200,0.16
2013-08-12,0.19,0.23,0.19,0.23,37316700,0.23
2013-08-09,0.12,0.20,0.12,0.17,37417600,0.17
2013-08-08,0.12,0.12,0.12,0.12,3531600,0.12
2013-08-07,0.12,0.12,0.12,0.12,1616300,0.12
2013-08-06,0.12,0.12,0.12,0.12,1202100,0.12
2013-08-05,0.12,0.12,0.12,0.12,1818600,0.12
2013-08-02,0.12,0.12,0.12,0.12,1335700,0.12
2013-08-01,0.12,0.12,0.12,0.12,2682300,0.12
2013-07-31,0.12,0.12,0.12,0.12,1747000,0.12
2013-07-30,0.12,0.12,0.12,0.12,1509900,0.12
2013-07-29,0.13,0.13,0.12,0.12,1435900,0.12
2013-07-26,0.12,0.13,0.12,0.12,1374200,0.12
2013-07-25,0.12,0.13,0.12,0.12,1159100,0.12
2013-07-24,0.12,0.12,0.11,0.12,2796200,0.12
2013-07-23,0.13,0.13,0.12,0.12,1436600,0.12
2013-07-22,0.13,0.13,0.12,0.13,1742200,0.13
2013-07-19,0.13,0.13,0.12,0.12,2090000,0.12
2013-07-18,0.13,0.13,0.12,0.12,1346600,0.12
2013-07-17,0.13,0.13,0.12,0.12,1506800,0.12
2013-07-16,0.13,0.13,0.12,0.12,1617600,0.12
2013-07-15,0.13,0.14,0.13,0.13,1316600,0.13
2013-07-12,0.12,0.13,0.12,0.13,1348500,0.13
2013-07-11,0.11,0.14,0.11,0.12,2261500,0.12
2013-07-10,0.13,0.14,0.13,0.13,1203400,0.13
2013-07-09,0.14,0.14,0.13,0.13,2896600,0.13
2013-07-08,0.14,0.14,0.13,0.14,3042800,0.14
2013-07-05,0.14,0.14,0.14,0.14,1906400,0.14
2013-07-03,0.13,0.14,0.13,0.14,1324500,0.14
2013-07-02,0.14,0.14,0.14,0.14,2537500,0.14
2013-07-01,0.14,0.14,0.14,0.14,1916700,0.14
2013-06-28,0.14,0.14,0.14,0.14,2074400,0.14
2013-06-27,0.14,0.15,0.13,0.14,2061000,0.14
2013-06-26,0.15,0.15,0.13,0.14,5280100,0.14
2013-06-25,0.13,0.15,0.13,0.14,11465000,0.14
2013-06-24,0.11,0.14,0.11,0.13,8076100,0.13
2013-06-21,0.11,0.12,0.10,0.11,9271200,0.11
2013-06-20,0.12,0.12,0.10,0.10,21460300,0.10
2013-06-19,0.13,0.13,0.12,0.12,5945700,0.12
2013-06-18,0.13,0.13,0.12,0.12,5680200,0.12
2013-06-17,0.12,0.13,0.12,0.13,3045500,0.13
2013-06-14,0.12,0.13,0.12,0.12,5093100,0.12
2013-06-13,0.13,0.14,0.12,0.12,7670200,0.12
2013-06-12,0.13,0.14,0.13,0.13,4454200,0.13
2013-06-11,0.15,0.15,0.13,0.13,6232000,0.13
2013-06-10,0.14,0.15,0.14,0.14,3530300,0.14
2013-06-07,0.15,0.15,0.14,0.14,3102900,0.14
2013-06-06,0.15,0.15,0.14,0.15,2407300,0.15
2013-06-05,0.15,0.15,0.14,0.14,3412500,0.14
2013-06-04,0.15,0.15,0.15,0.15,2128100,0.15
2013-06-03,0.15,0.15,0.15,0.15,6065200,0.15
2013-05-31,0.15,0.16,0.15,0.15,2954900,0.15
2013-05-30,0.16,0.16,0.15,0.15,3589300,0.15
2013-05-29,0.15,0.16,0.15,0.16,3386300,0.16
2013-05-28,0.16,0.16,0.15,0.15,5620700,0.15
2013-05-24,0.16,0.16,0.15,0.15,5536600,0.15
2013-05-23,0.16,0.17,0.15,0.15,10059300,0.15
2013-05-22,0.16,0.16,0.15,0.16,4475900,0.16
2013-05-21,0.15,0.17,0.15,0.16,8995700,0.16
2013-05-20,0.16,0.16,0.15,0.15,11161200,0.15
2013-05-17,0.17,0.17,0.16,0.16,5890700,0.16
2013-05-16,0.19,0.20,0.17,0.17,10922500,0.17
2013-05-15,0.18,0.20,0.18,0.19,5340200,0.19
2013-05-14,0.19,0.19,0.17,0.18,5952000,0.18
2013-05-13,0.17,0.17,0.16,0.17,2123200,0.17
2013-05-10,0.15,0.18,0.15,0.17,5731200,0.17
2013-05-09,0.16,0.16,0.15,0.15,4483300,0.15
2013-05-08,0.16,0.17,0.15,0.16,5710600,0.16
2013-05-07,0.18,0.18,0.16,0.17,4558600,0.17
2013-05-06,0.18,0.19,0.18,0.18,4020500,0.18
2013-05-03,0.19,0.19,0.18,0.18,3570000,0.18
2013-05-02,0.20,0.20,0.17,0.19,7418400,0.19
2013-05-01,0.19,0.23,0.19,0.20,17323300,0.20
2013-04-30,0.13,0.19,0.13,0.19,20790900,0.19
2013-04-29,0.17,0.17,0.12,0.12,33081000,0.12
2013-04-26,0.18,0.18,0.17,0.17,9449800,0.17
2013-04-25,0.19,0.20,0.17,0.18,18317000,0.18
2013-04-24,0.23,0.23,0.19,0.21,17648200,0.21
2013-04-23,0.24,0.25,0.22,0.23,4914900,0.23
2013-04-22,0.24,0.25,0.24,0.24,2303700,0.24
2013-04-19,0.25,0.25,0.23,0.25,3906500,0.25
